station;to station;azimuth;distance m
White Pine;Pioche;285.780761944444000;132367.110
Diamond Peak;Wheeler Peak;296.652101388889000;145874.650
Diamond Peak;White Pine;348.844021944444000;143154.980
Mount Callahan;Diamond Peak;277.733084444444000;98152.130
Mount Callahan;Toiyabe Dome;19.755286388888900;103335.740
Toiyabe Dome;Diamond Peak;237.300015555556000;156641.410
Toiyabe Dome;White Pine;288.878763055556000;171072.830
Lone Mountain;Mount Grant;118.513247500000000;128625.600
Lone Mountain;Toiyabe Dome;187.791525555556000;90573.820
Carson Sink;Mount Callahan;262.342032500000000;111148.090
Carson Sink;Toiyabe Dome;317.267586666667000;112907.290
Mount Grant;Carson Sink;202.993440555556000;122287.650
Mount Grant;Toiyabe Dome;256.450225555556000;128463.560
Mount Como;Carson Sink;239.335563611111000;123697.100
Mount Como;Mount Grant;309.963161111111000;77603.440
Pah Rah;Mount Como;359.983551666667000;85836.420
Pah Rah;Mount Lola;62.601792500000000;86386.110
Mount Conness;Round Top CA;142.658323611111000;97529.810
Mount Conness;Mount Grant;214.539376666667000;81453.530
Round Top CA;Mount Como;228.886153888889000;60587.940
Round Top CA;Mount Grant;275.237785000000000;105854.450
Mount Lola;Mount Como;300.426324722222000;89495.560
Mount Lola;Round Top CA;339.634167500000000;91039.140
Mocho;Mount Tamalpais;118.691569166667000;104307.600
Mocho;Mount Diablo;144.961848888889000;54890.120
Southeast Yolo Base;Vaca;55.821235277777800;30029.780
Southeast Yolo Base;Monticello;114.032742500000000;37160.800
Northwest Yolo Base;Southeast Yolo Base;343.086279722222000;17486.510
Northwest Yolo Base;Monticello;86.792318055555600;28906.930
Mount Diablo;Mount Lola;217.581695555556000;218704.430
Mount Diablo;Round Top CA;242.007497222222000;188566.860
Vaca;Mount Diablo;344.700896944444000;56830.390
Vaca;Mount Helena;124.430963611111000;57910.570
Monticello;Vaca;343.890932777778000;33271.520
Monticello;Mount Helena;91.075090555555600;38577.560
Mount Tamalpais;Mount Helena;177.782495555556000;82806.000
Mount Tamalpais;Mount Diablo;274.256146388889000;60205.710
Mount Helena;Mount Lola;245.939087222222000;213873.220
Mount Helena;Mount Diablo;324.027087777778000;107728.960
Snow Mountain West;Mount Helena;352.101313888889000;79298.640
Snow Mountain West;Ross Mountain;18.051861111111100;101704.730
Mount Sanhedrin;Snow Mountain West;297.864050000000000;32892.340
Mount Sanhedrin;Cold Spring;34.045297222222200;66041.970
Ross Mountain;Mount Helena;246.603296666667000;46133.460
Ross Mountain;Mount Tamalpais;324.456957222222000;79153.780
Paxton;Cold Spring;55.423672222222200;22123.220
Paxton;Two Rock;155.432777777778000;27621.540
Two Rock;Cold Spring;10.046163888888900;38272.700
Two Rock;Great Caspar;84.579988888888900;23783.820
Cold Spring;Snow Mountain West;238.947063888889000;76884.340
Cold Spring;Mount Helena;296.614205555556000;86598.420
Fisher;Paxton;251.967827777778000;24967.750
Fisher;Cold Spring;311.260922222222000;7401.500
Great Caspar;Mount Sanhedrin;249.959863888889000;57164.250
Great Caspar;Cold Spring;334.198038888889000;39306.250
Stone;Cape May Lighthouse;283.230558333333000;32718.600
Egg Island Lighthouse;Cape May Lighthouse;330.732716666667000;31268.270
Stone;Egg Island Lighthouse;219.878508333333000;25744.490
Mahon;Egg Island Lighthouse;270.210255555556000;22789.760
Stone;Cape Henlopen Lighthouse;319.377472222222000;32550.560
Cape May Lighthouse;Cape Henlopen Lighthouse;31.986811111111100;20249.390
Stone;Brandywine Shoal Lighthouse;275.034986111111000;18677.980
Egg Island Lighthouse;Brandywine Shoal Lighthouse;354.515941666667000;21498.460
Hartley;Stone;303.684688888889000;35770.230
Mahon;Stone;342.396805555556000;20828.700
Kent;Mahon;229.216938888889000;31699.030
Hartley;Mahon;270.010813888889000;23406.220
Kent;Hartley;181.648200000000000;20717.010
Barclay;Hartley;254.923983333333000;16039.960
Hope;Kent;281.336608333333000;27378.670
Barclay;Kent;317.921983333333000;22280.810
Hope;Barclay;226.878636111111000;16287.280
Still Pond;Barclay;318.851725000000000;25396.850
Linstid;Hope;276.721672222222000;43362.590
Clough;Hope;315.192475000000000;24885.280
Pooles Island;Turkey Point;230.167469444444000;28476.320
Osbornes Ruin;Turkey Point;274.185852777778000;23447.790
Hope;Still Pond;170.967705555556000;30647.520
Clough;Still Pond;225.129800000000000;17861.210
Linstid;Clough;243.817341666667000;28382.250
Finlay;Clough;308.362747222222000;36758.530
Linstid;Pooles Island;221.314311111111000;29021.270
Finlay;Pooles Island;301.033438888889000;26267.500
Kent Island North Base;Swan Point;195.761361111111000;19350.360
Linstid;Swan Point;251.819561111111000;18713.340
Pooles Island;Osbornes Ruin;175.651861111111000;20014.140
Finlay;Osbornes Ruin;252.973866666667000;21892.200
Marriott;Kent Island North Base;244.514452777778000;25808.680
Linstid;Kent Island North Base;315.542030555556000;17922.480
Marriott;Kent Island South Base;262.741566666667000;21303.160
Taylor MD;Kent Island South Base;321.728213888889000;13916.470
Marriott;Taylor MD;222.568880555556000;18471.340
Linstid;Taylor MD;350.315875000000000;10427.930
Marriott;Linstid;204.189991666667000;26179.190
Webb;Linstid;270.460544444444000;16375.860
Linstid;Finlay;174.598522222222000;35507.190
Webb;Finlay;200.205766666667000;37519.920
Hill;Marriott;276.456447222222000;23643.940
Webb;Marriott;346.729005555556000;24678.840
Hill;Webb;219.780869444444000;27779.290
Stabler;Webb;277.184833333333000;27040.670
Peach Grove;Hill;274.421413888889000;30381.540
Stabler;Hill;339.857627777778000;26363.210
Webb;Soper;88.995194444444500;23810.900
Hill;Soper;163.885358333333000;21730.820
Peach Grove;Stabler;223.371158333333000;30793.340
Sugar Loaf;Stabler;293.761491666667000;38593.450
Bull Run;Sugar Loaf;212.294180555556000;50067.010
Maryland Heights;Sugar Loaf;287.295441666667000;29203.350
Bull Run;Maryland Heights;178.727883333333000;51021.500
Mount Marshall;Maryland Heights;213.709330555556000;75530.480
Bull Run;Peach Grove;263.891833333333000;41328.830
Sugar Loaf;Peach Grove;339.475747222222000;40546.920
Clark VA;Bull Run;202.324669444444000;68461.610
Mount Marshall;Bull Run;254.730905555556000;44915.940
Humpback;Clark VA;242.601397222222000;88271.220
Fork;Clark VA;297.174719444444000;40581.400
Clark VA;Mount Marshall;161.412750000000000;54435.630
Fork;Mount Marshall;209.312550000000000;37827.730
Humpback;Fork;215.571030555556000;72494.890
Elliott Knob;Fork;245.888386111111000;85877.370
Tobacco Row;Spear;270.470022222222000;37785.590
Humpback;Spear;344.335738888889000;44594.720
Bald Knob;Humpback;267.950222222222000;83736.590
Elliott Knob;Humpback;303.422855555556000;43706.280
Elliott Knob;Slate Springs;196.549963888889000;39776.980
Paddys Knob;Slate Springs;242.926725000000000;59934.310
Bald Knob;Tobacco Row;304.271152777778000;70638.720
Humpback;Tobacco Row;31.197225000000000;49698.070
Bald Knob;Elliott Knob;240.288161111111000;54190.730
Paddys Knob;Elliott Knob;284.483791666667000;43621.880
Bald Knob;Paddys Knob;187.283502777778000;38051.660
Briery;Paddys Knob;254.156002777778000;49886.530
Keeney;Bald Knob;257.076047222222000;77037.370
Briery;Bald Knob;299.111994444444000;49638.600
Keeney;Briery;217.500841666667000;51948.670
Beach;Briery;261.100461111111000;23131.380
Ivy;Beach;244.893705555556000;85804.430
Summersville;Beach;309.123450000000000;29793.830
Ivy;Keeney;271.056569444444000;69251.000
Beach;Keeney;13.195550000000000;38620.620
Ivy;Summersville;224.689419444444000;77437.030
Table Rock;Summersville;260.734980555556000;66134.760
Pigeon;Ivy;313.920644444444000;70373.360
Table Rock;Ivy;346.245675000000000;45791.320
Summersville;Holmes;104.583666666667000;65333.920
Table Rock;Holmes;184.113725000000000;26656.660
Pigeon;Table Rock;276.328402777778000;39829.230
Piney;Table Rock;306.090077777778000;48053.500
Rogers;Ryan;249.511252777778000;4640.040
Simms;Ryan;327.171977777778000;7566.990
Rogers;St. Albans East Base;274.126547222222000;4245.420
Ryan;St. Albans East Base;3.355794444444440;1932.870
Piney;Coal;295.307444444444000;22517.430
Simms;Coal;352.707633333333000;10718.950
Ryan;St. Albans West Base;79.115522222222200;3862.220
St. Albans East Base;St. Albans West Base;108.065200000000000;3870.400
Big Rocks;Simms;212.043905555556000;13836.080
Piney;Simms;266.972377777778000;18997.240
Simms;Rogers;1.753352777777780;7986.280
Coal;Rogers;148.806205555556000;3097.870
Pigeon;Big Rocks;223.256958333333000;18095.110
Piney;Big Rocks;312.668113888889000;15839.550
Davis;Piney;248.188200000000000;27774.430
Gebhardt;Piney;298.954386111111000;19457.130
Davis;Pigeon;298.434061111111000;28552.310
Piney;Pigeon;1.807452777777780;23924.490
Davis;Gebhardt;203.928233333333000;21575.110
Wray;Gebhardt;291.880216666667000;19520.810
Oakland;Davis;272.667361111111000;25780.110
Wray;Davis;340.833052777778000;28590.740
Oakland;Wray;212.313516666667000;30512.320
Fradd;Wray;271.016955555555000;7917.680
Buena Vista;Fradd;224.790686111111000;31451.430
Gould;Fradd;281.365961111111000;24947.670
Buena Vista;Gould;175.176727777778000;27341.150
Howland;Gould;264.722036111111000;13690.610
Twin Creek;Scioto;251.312750000000000;21155.860
Peach Mount;Scioto;298.412683333333000;30738.910
Cherry Ridge;Twin Creek;255.119627777778000;18130.390
Peach Mount;Twin Creek;341.900675000000000;22537.430
Cherry Ridge;Peach Mount;201.924294444444000;28101.290
Cave Hill;Peach Mount;255.937891666667000;21102.410
Minerva;Cave Hill;240.595241666667000;31937.600
Ash Ridge;Cave Hill;299.800750000000000;15818.550
Minerva;Ash Ridge;210.913222222222000;27411.800
Tate;Ash Ridge;273.829472222222000;32822.680
Flaughter;Tate;200.571952777778000;24914.150
Stevens;Tate;266.584527777778000;32919.040
Buena Vista;Oakland;284.662727777778000;14273.640
Fradd;Oakland;18.004180555555600;27244.570
Cave;Buena Vista;305.226133333333000;28578.740
Howland;Buena Vista;328.396038888889000;30504.440
Round Top KY;Howland;263.389033333333000;19416.440
Scioto;Howland;339.980608333333000;15770.770
Round Top KY;Cave;301.236447222222000;13994.190
Howland;Cave;37.782633333333300;11988.060
Twin Creek;Round Top KY;328.932152777778000;11997.120
Scioto;Round Top KY;39.222969444444400;21969.630
Minerva;Cherry Ridge;277.869144444444000;38267.150
Cave Hill;Cherry Ridge;334.465672222222000;23223.120
Flaughter;Minerva;274.981100000000000;27609.430
Tate;Minerva;323.972591666667000;31831.460
Dry Ridge;Flaughter;258.824502777778000;30407.690
Stevens;Flaughter;311.500913888889000;32281.710
Dry Ridge;Stevens;191.683736111111000;27844.260
Tanner;Stevens;305.366452777778000;14781.630
Stow;Dry Ridge;297.754650000000000;41268.570
Tanner;Dry Ridge;349.814077777778000;36401.300
Stow;Tanner;241.022550000000000;34233.460
Reizin;Tanner;276.946941666667000;42609.070
Culbertson;Stow;262.599744444444000;17132.160
Reizin;Stow;330.402897222222000;25054.710
Culbertson;Reizin;190.862061111111000;24422.580
Correct;Reizin;253.716541666667000;12919.760
Mud Lick;Culbertson;276.025702777778000;16303.030
Correct;Culbertson;338.988347222222000;21817.720
Stout;Correct;234.759705555556000;31292.240
Green;Correct;296.865227777778000;21314.300
Reizin;Glasgow;114.959980555556000;14987.660
Correct;Glasgow;173.127566666667000;9997.560
Holton North Base;Holton South Base;355.893958333333000;5500.570
Correct;Holton South Base;102.931811111111000;7487.660
Glasgow;Holton North Base;66.928494444444500;7053.710
Correct;Holton North Base;132.979902777778000;10506.180
Stout;Mud Lick;272.026591666667000;17240.480
Correct;Mud Lick;24.230152777777800;20439.040
Stout;Green;193.288880555556000;28433.300
Tripp;Green;226.751611111111000;16739.450
Miller;Stout;268.254427777778000;39725.890
Tripp;Stout;340.695966666667000;17172.920
Miller;Tripp;242.880688888889000;38155.710
Weed Patch;Tripp;290.358144444444000;52955.870
Fountain;Miller;300.251044444444000;22011.750
Weed Patch;Miller;336.340186111111000;39176.810
Fountain;Weed Patch;187.532219444444000;25003.760
Leonard;Weed Patch;258.826213888889000;34169.730
Beard;Fountain;274.842894444444000;31075.660
Leonard;Fountain;300.929050000000000;35369.240
Beard;Rariden;339.802308333333000;24836.930
Fountain;Rariden;47.488894444444500;30482.800
Beard;Leonard;182.295433333333000;15565.630
Calvary;Leonard;259.723383333333000;18455.400
Osborn;Beard;241.641536111111000;26064.400
Calvary;Beard;304.910202777778000;21426.230
Sisson;Calvary;253.426305555556000;42561.750
Wright;Calvary;277.960830555556000;33238.720
Sisson;Osborn;289.393977777778000;37684.970
Calvary;Osborn;12.310697222222200;25206.380
Sisson;Wright;205.218794444444000;18471.950
Merom College;Wright;256.282177777778000;32903.230
Summit;Sisson;197.623019444444000;24247.150
Merom College;Sisson;290.302222222222000;25744.850
Claremont;Summit;269.349475000000000;54228.690
Honey Creek;Summit;301.422855555556000;34569.360
Summit;Merom College;152.389377777778000;36217.900
Honey Creek;Merom College;221.959005555556000;18837.480
Claremont;Honey Creek;233.064022222222000;30863.940
Hunt City;Honey Creek;300.614727777778000;30783.080
Oblong;Belle Air;181.474313888889000;19797.000
Hunt City;Belle Air;225.921011111111000;17638.840
Claremont;Oblong;201.225138888889000;28649.610
Hunt City;Oblong;301.667330555556000;14325.650
Denver;Claremont;274.541491666667000;18961.620
Newton;Claremont;321.485055555556000;23630.130
Claremont;Hunt City;176.958300000000000;34278.080
Newton;Hunt City;219.194894444444000;20305.890
Olney West Base;Olney East Base;268.495405555556000;6590.780
Buffalo Mound;Olney East Base;329.538530555556000;5154.370
Olney West Base;Olney Check Base;315.254969444444000;8594.680
Olney East Base;Olney Check Base;4.948455555555560;6300.430
Claremont;Buffalo Mound;161.493533333333000;16899.250
Olney West Base;Buffalo Mound;220.728497222222000;6089.470
Olney West Base;Olney Middle Base;268.496238888889000;3292.300
Buffalo Mound;Olney Middle Base;8.594433333333340;4579.340
Claremont;Olney West Base;140.702086111111000;14751.160
Denver;Olney West Base;223.939788888889000;13737.220
Denver;Newton;193.821330555556000;17486.490
Lucas;Newton;273.420216666667000;23267.070
Claremont;Onion Hill;112.498372222222000;16880.300
Denver;Onion Hill;213.775683333333000;5920.070
Holtzhausen;Denver;274.226872222222000;41985.580
Lucas;Denver;313.913216666667000;26498.200
Hunt City;Island Creek;98.490475000000000;27930.460
Newton;Island Creek;143.247413888889000;24731.830
Holtzhausen;Lucas;236.177719444444000;27359.860
Mound;Lucas;295.986375000000000;33002.760
Hartlin;Holtzhausen;243.136036111111000;22830.400
Sturgess;Holtzhausen;294.931183333333000;38967.960
Holtzhausen;Mound;166.884102777778000;30511.560
Sturgess;Mound;244.881991666667000;31234.140
Bording;Hartlin;253.447738888889000;37391.210
Sturgess;Hartlin;330.763933333333000;30690.690
Bording;Sturgess;209.063275000000000;42781.240
Holle;Sturgess;257.353875000000000;27540.840
Geoffrey;Bording;233.350822222222000;11741.590
Parkinson;Bording;290.821983333333000;34651.140
Bording;Holle;169.009380555556000;31972.120
Parkinson;Holle;233.952188888889000;32361.610
Turkey Hill;Geoffrey;258.235808333333000;40590.480
Berger IL;Geoffrey;284.132038888889000;27847.720
Geoffrey;Parkinson;130.258091666667000;30049.720
Berger IL;Parkinson;197.718894444444000;13167.040
Turkey Hill;Berger IL;220.242188888889000;19693.190
Clarks Mound;Berger IL;262.501891666667000;27391.010
Dreyer;Turkey Hill;276.310486111111000;25810.270
Clarks Mound;Turkey Hill;308.445222222222000;18464.860
Berger IL;Sugar Loaf Mound;114.877591666667000;23902.100
Clarks Mound;Sugar Loaf Mound;201.860566666667000;14606.100
Clarks Mound;American Bottom Upper Base;206.709375000000000;10509.110
Insane Asylum;American Bottom Upper Base;253.688811111111000;23849.450
Insane Asylum;American Bottom Lower Base;269.752288888889000;19875.510
American Bottom Upper Base;American Bottom Lower Base;24.669966666666700;7266.880
Dreyer;Clarks Mound;232.345650000000000;14116.490
Insane Asylum;Clarks Mound;278.445011111111000;18386.760
Kleinschmidt;Dreyer;272.124511111111000;11041.210
Insane Asylum;Dreyer;328.230930555556000;13331.100
Kleinschmidt;Insane Asylum;200.158536111111000;11633.630
Morgan;Insane Asylum;306.334869444444000;12831.600
Clarks Mound;Minoma;126.277861111111000;22542.100
Insane Asylum;Minoma;179.916991666667000;10596.590
Patterson;Kleinschmidt;255.934902777778000;18756.110
Morgan;Kleinschmidt;341.119358333333000;19580.450
Patterson;Morgan;207.142819444444000;25931.540
Tavern Rock;Morgan;256.340238888889000;31800.880
Lynch;Patterson;250.046663888889000;18572.290
Tavern Rock;Patterson;309.191050000000000;24677.670
Morgan;Kessler;64.867363888888900;16429.200
Patterson;Kessler;169.314969444444000;16359.660
Peters;Lynch;281.934605555556000;29400.720
Dieckhaus;Lynch;317.327477777778000;27184.750
Lynch;Tavern Rock;175.657877777778000;21999.090
Dieckhaus;Tavern Rock;263.361586111111000;16822.910
Tavern Rock;Halleck;44.581558333333300;21256.580
Lynch;Halleck;112.285869444444000;17928.420
Peters;Dieckhaus;216.606763888889000;17295.300
Berger MO;Dieckhaus;272.319211111111000;30227.620
Jacobs;Peters;261.344375000000000;18242.790
Berger MO;Peters;307.217452777778000;25019.100
Dieckhaus;Enoch Knob;86.590802777777800;16732.050
Peters;Enoch Knob;153.599008333333000;14365.500
Winter;Jacobs;280.066086111111000;14603.170
Berger MO;Jacobs;353.968452777778000;17981.880
Winter;Berger MO;219.111744444444000;19753.390
Gasconade;Berger MO;267.101036111111000;15408.820
Geyer;Winter;264.452972222222000;14272.820
Turnpike Bluff;Winter;318.869427777778000;19134.050
Winter;Gasconade;168.623458333333000;14845.020
Turnpike Bluff;Gasconade;269.186941666667000;9635.820
Geyer;Turnpike Bluff;185.847925000000000;15871.740
Bradford;Turnpike Bluff;260.707497222222000;17658.680
Pilot Knob;Geyer;234.581708333333000;21622.070
Bradford;Geyer;309.246275000000000;20454.900
Pilot Knob;Bradford;183.991077777778000;25530.250
McDaniel;Bradford;218.981591666667000;15141.350
Kennedy;Pilot Knob;273.191894444444000;25994.530
McDaniel;Pilot Knob;330.431730555556000;15751.260
Kennedy;McDaniel;236.016852777778000;21889.400
Cedar;McDaniel;304.918486111111000;27322.730
Belshe;Kennedy;275.816513888889000;27192.710
Cedar;Kennedy;351.314977777778000;28208.010
Belshe;Cedar;222.124725000000000;33864.300
Moreau;Cedar;251.267297222222000;25749.520
Moreau;Medlock;211.841461111111000;14390.600
Christian;Medlock;266.575752777778000;18341.510
High Point;Belshe;309.653988888889000;20223.410
Moreau;Belshe;354.318952777778000;16935.130
High Point;Moreau;254.122961111111000;14414.650
Christian;Moreau;316.064777777778000;15469.030
Hughes;Christian;236.989577777778000;39854.170
Hubbard;Christian;280.686305555556000;27972.260
Hunter (Versailles South Base);High Point;247.332297222222000;17980.880
Christian;High Point;11.739161111111100;15399.800
Christian;Cole;93.245669444444500;15724.120
High Point;Cole;141.777180555556000;20319.260
Hughes;Hunter (Versailles South Base);271.399666666667000;13774.330
Christian;Hunter (Versailles South Base);41.947263888888900;29534.370
High Point;Versailles North Base;90.559211111111100;19475.240
Hunter (Versailles South Base);Versailles North Base;157.844105555556000;7643.850
Schnackenberg;Hubbard;235.427452777778000;34666.370
Heard;Hubbard;278.570005555556000;30301.500
Schnackenberg;Hughes;287.660225000000000;23813.300
Hubbard;Hughes;12.482741666666700;27525.240
Kendrick;Schnackenberg;310.552725000000000;27803.000
Heard;Schnackenberg;356.635741666667000;24233.880
Kendrick;Heard;252.715111111111000;20572.360
Knob Noster;Heard;282.596519444444000;30715.570
High Point Tebo;Kendrick;232.166794444444000;15331.100
Knob Noster;Kendrick;321.145858333333000;16483.730
High Point Tebo;Knob Noster;184.537361111111000;22307.840
Normal;Knob Noster;263.145530555556000;16273.840
Caldwell;High Point Tebo;266.757063888889000;16056.410
Normal;High Point Tebo;324.586283333333000;24906.910
Baker;Normal;270.143077777778000;28892.940
Chapel Hill;Normal;301.492538888889000;32623.270
Baker;Caldwell;307.865447222222000;34671.820
Normal;Caldwell;4.309697222222220;21264.120
Baker;Chapel Hill;183.616880555556000;17000.050
Thornton;Chapel Hill;241.955372222222000;18522.780
Fulton;Baker;238.434750000000000;24405.630
Thornton;Baker;298.349316666667000;17394.240
Fulton;Hutton Mound;313.991238888889000;15625.530
Baker;Hutton Mound;22.163058333333300;25486.340
Fulton;Thornton;194.611069444444000;21727.320
Bowler;Thornton;294.567000000000000;14120.500
Berry;Fulton;311.747083333333000;29150.230
Bowler;Fulton;344.656883333333000;27894.670
Berry;Bowler;242.426147222222000;16154.200
Marty;Bowler;295.164841666667000;26508.270
Haskin;Berry;230.645197222222000;14132.490
Marty;Berry;332.710375000000000;21117.510
Thomas;Marty;229.344455555556000;25514.390
Eckman;Marty;281.430413888889000;29251.150
Thomas;Haskin;301.427425000000000;21302.060
Marty;Haskin;2.575083333333330;27755.180
Bebe Mound;Thomas;242.166230555556000;16352.870
Eckman;Thomas;337.416600000000000;24306.520
Bebe Mound;Eckman;189.647702777778000;30503.420
Kanwaka;Eckman;260.738652777778000;34589.860
Simmons;Bebe Mound;272.457194444444000;32505.090
Kanwaka;Bebe Mound;310.085988888889000;38084.370
Simmons;Kanwaka;188.190336111111000;23356.490
Elevation;Kanwaka;267.920111111111000;31667.310
Mabon;Simmons;272.482541666667000;30569.160
Elevation;Simmons;307.737025000000000;35914.140
Clark KS;Elevation;247.326241666667000;33769.400
Adams;Elevation;284.106961111111000;27882.090
Clark KS;Mabon;284.708280555556000;30088.620
Elevation;Mabon;5.912136111111110;20759.060
Elevation;Powell;65.985619444444400;15840.400
Mabon;Powell;139.018197222222000;18808.380
Clark KS;Adams;191.740227777778000;20222.410
Zean Dale;Adams;279.009400000000000;29460.770
Reinhard;Clark KS;270.233783333333000;38508.210
Zean Dale;Clark KS;314.282552777778000;34984.130
Adams;Meyer;57.083661111111100;23862.870
Clark KS;Meyer;113.206663888889000;17311.180
Reinhard;Zean Dale;208.986008333333000;27695.450
Erricssen;Zean Dale;293.686586111111000;28582.290
Robbins;Reinhard;301.549913888889000;23815.970
Erricssen;Reinhard;340.301088888889000;37951.600
Zean Dale;Humboldt;70.125947222222200;20753.560
Reinhard;Humboldt;160.453683333333000;18185.770
Robbins;Erricssen;197.804708333333000;24426.900
Wilmer;Erricssen;254.663725000000000;29320.840
Robbins;White City;343.066916666667000;20676.600
Reinhard;White City;63.000413888888900;16040.360
Taylor KS;Robbins;238.878422222222000;21133.800
Wilmer;Robbins;306.640555555556000;26008.780
Iron Mound;Taylor KS;259.132488888889000;44553.420
Vine Creek;Taylor KS;306.154861111111000;41065.970
Taylor KS;Wilmer;174.018158333333000;26597.230
Vine Creek;Wilmer;265.819383333333000;30355.620
Wilmer;Frey;47.133113888888900;15810.360
Taylor KS;Frey;137.546619444444000;21279.670
North Pole Mound;Vine Creek;228.864458333333000;25183.040
Thompson;Vine Creek;264.692252777778000;38181.140
North Pole Mound;Iron Mound;332.238283333333000;18113.490
Vine Creek;Iron Mound;18.040588888888900;34253.500
Iron Mound;Salina East Base;165.785969444444000;7481.140
Salina West Base;Salina East Base;248.606727777778000;6552.450
North Pole Mound;Salina West Base;357.479319444444000;11179.660
Iron Mound;Salina West Base;121.511863888889000;9313.810
Heath;North Pole Mound;252.429758333333000;40084.510
Thompson;North Pole Mound;304.417772222222000;23142.190
Heath;Thompson;217.219594444444000;31563.720
Lincoln;Thompson;275.524055555556000;23471.890
Wilson;Heath;273.133263888889000;38094.100
Golden Belt;Heath;303.607813888889000;26820.240
Heath;Lincoln;171.145138888889000;27737.760
Golden Belt;Lincoln;235.100222222222000;21934.930
Wilson;Golden Belt;230.936200000000000;20182.610
Meades Ranch;Golden Belt;323.207377777778000;34001.330
Bunker Hill;Wilson;272.313672222222000;18940.560
Meades Ranch;Wilson;353.289947222222000;40232.350
Bunker Hill;Meades Ranch;199.858644444444000;41661.110
Waldo;Meades Ranch;255.288758333333000;25783.110
Allen;Bunker Hill;250.985572222222000;15253.900
Waldo;Bunker Hill;341.637230555556000;34407.650
Allen;Waldo;185.416808333333000;37789.350
Blue Hill;Waldo;228.806883333333000;30876.870
Fairmount;Allen;214.413302777778000;20400.250
Blue Hill;Allen;311.190508333333000;26260.110
La Crosse;Fairmount;248.574294444444000;24757.560
Hays;Fairmount;318.827533333333000;35254.180
Fairmount;Blue Hill;166.473522222222000;35118.520
Hays;Blue Hill;243.018527777778000;16714.450
Hays;La Crosse;359.738611111111000;35581.720
Hays;Smoky Hill;49.138458333333300;31841.320
La Crosse;Smoky Hill;121.316958333333000;28377.880
Hays;Trego;86.989791666666700;31832.070
Smoky Hill;Trego;157.914580555556000;20651.830
Trego;Skaggs;20.751219444444400;28595.980
Smoky Hill;Skaggs;67.035963888888900;19465.490
Trego;Big Creek;97.915530555555600;23506.360
Skaggs;Big Creek;156.241161111111000;32735.530
Big Creek;Schmidt;26.717536111111100;28741.660
Skaggs;Schmidt;99.357113888888900;26506.080
Indian Creek;Canyon;351.867100000000000;23570.520
Schmidt;Canyon;82.674022222222200;33581.990
Big Creek;Indian Creek;82.454722222222200;49857.690
Schmidt;Indian Creek;117.558611111111000;41210.930
Indian Creek;Beaver;64.760241666666700;37249.480
Canyon;Beaver;101.399683333333000;37769.800
Indian Creek;Monument;95.802427777777800;35677.840
Beaver;Monument;174.475563888889000;19573.420
Monument;Gopher;113.382525000000000;25808.340
Beaver;Gopher;139.301641666667000;39214.450
Gopher;Sheridan;49.429844444444400;22439.940
Beaver;Sheridan;109.599086111111000;45287.330
Gopher;Teeters Hill;108.409061111111000;29030.440
Sheridan;Teeters Hill;156.038388888889000;25978.370
Teeters Hill;Wallace Bluffs;20.305413888888900;26521.600
Sheridan;Wallace Bluffs;86.755605555555600;19819.080
Teeters Hill;Turtle;76.853119444444500;24950.360
Wallace Bluffs;Turtle;141.760761111111000;24420.760
Turtle;Curlew;6.226988888888890;20219.260
Wallace Bluffs;Curlew;86.980963888888900;17370.820
Turtle;McLane;93.663069444444400;17921.880
Curlew;McLane;143.533394444444000;26411.940
McLane;Arapahoe;21.306458333333300;31530.140
Curlew;Arapahoe;73.401527777777800;28396.270
McLane;Monotony;89.402186111111100;24759.270
Arapahoe;Monotony;155.364897222222000;32010.990
Monotony;Cheyenne Wells;56.485625000000000;15684.560
Arapahoe;Cheyenne Wells;127.737894444444000;33427.340
Cheyenne Wells;First View;36.696894444444400;21552.340
Arapahoe;First View;94.677405555555600;39503.400
Cheyenne Wells;Landsman;88.848672222222200;16219.580
First View;Landsman;168.772447222222000;17280.190
Eureka;Kit Carson;359.504147222222000;30605.710
First View;Kit Carson;69.178863888888900;28947.640
Landsman;Eureka;98.009261111111100;24088.700
First View;Eureka;126.739283333333000;33963.140
Eureka;Overland;104.370000000000000;27547.700
Aroya;Overland;182.099936111111000;26239.270
Eureka;Aroya;55.057988888888900;33839.260
Kit Carson;Aroya;111.841116666667000;30169.160
Overland;Hugo;97.969486111111100;29936.140
Aroya;Hugo;136.631680555556000;41774.790
Hugo;Adobe;4.612011111111110;44308.580
Aroya;Adobe;66.959847222222200;35218.510
Hugo;Square Bluffs;47.846716666666700;36906.680
Adobe;Square Bluffs;129.155455555556000;30701.130
Square Bluffs;Cramers Gulch;17.337077777777800;30108.260
Adobe;Cramers Gulch;74.154458333333300;34162.900
Hugo;Holt;84.276088888888900;39842.730
Square Bluffs;Holt;149.231819444444000;24151.640
Square Bluffs;Big Springs;73.275313888888900;38478.350
Cramers Gulch;Big Springs;122.298613888889000;33005.230
Holt;Holcolm Hills;82.308283333333300;30168.460
Big Springs;Holcolm Hills;168.738952777778000;28354.270
Divide;El Paso East Base;340.944786111111000;13472.250
Holcolm Hills;El Paso East Base;67.901138888888900;13568.970
Holcolm Hills;Divide;114.268033333333000;18585.500
Big Springs;Divide;147.632311111111000;41981.610
Pikes Peak;Plateau;319.296391111111000;65495.320
